title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,book_id,library_id
White Teeth,Zadie Smith,3.77,0375703861,9780375703867,eng,448,102370,5677,6/12/2001,Vintage,023711,2
I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,3.9,076790382X,9780767903820,eng,304,49240,2211,6/28/2000,Broadway Books,0225,2
Quimby The Mouse,Chris Ware,4.09,022407265X,9780224072656,en-US,69,1411,32,11/20/2003,Jonathan Cape,027556,2
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,0307279464,9780307279460,eng,397,308840,14993,12/26/2006,Anchor Books,029791,2
The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin/Ralph Fowler,3.82,1585420824,9781585420827,eng,320,228,12,3/5/2001,Tarcher,0223158,2
The Delta Star,Joseph Wambaugh,3.66,0553273868,9780553273861,eng,291,592,20,1/1/1984,Bantam,0237169,2
Killer (Fearless  #12),Francine Pascal,4.03,0743408667,9780743408660,eng,222,784,12,11/6/2000,Simon & Schuster Childrens Books,0239638,2
Great Short Works of Fyodor Dostoevsky,Fyodor Dostoyevsky/Ronald Hingley,4.42,0060726466,9780060726461,eng,768,1330,29,7/6/2004,Harper Perennial Modern Classics,0212855,2
Feersum Endjinn,Iain M. Banks,3.82,0553374591,9780553374599,eng,311,320,18,6/1/1995,Spectra/Bantam Books (NYC),0218631,2
The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,3.78,0425197395,9780425197394,eng,391,15305,494,4/6/2004,G.P. Putnam's Sons,0241701,2
Where the Mountain Casts Its Shadow: The Dark Side of Extreme Adventure,Maria Coffey/Thomas Hornbein,3.88,0312339011,9780312339012,eng,256,386,49,4/1/2005,St. Martin's Griffin,0230214,2
Left Behind (Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,3.83,0842342702,9780842342704,eng,342,189090,3293,9/1/2000,Tyndale House Publishers,0227523,2
Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood,Tom Stoppard,4.29,0571197515,9780571197514,en-US,608,572,33,12/1/2000,Farrar  Straus and Giroux,0217905,2
Bridge of Birds (The Chronicles of Master Li and Number Ten Ox  #1),Barry Hughart,4.29,0345321383,9780345321381,eng,278,9010,944,4/12/1985,Del Rey,0215177,2
The King in the Window,Adam Gopnik/Omar Rayyan,3.6,0786838949,9780786838943,en-US,410,805,108,10/15/2006,Miramax Books,027113,2
Don't Stop the Carnival,Herman Wouk,3.93,0316955124,9780316955126,eng,416,2700,298,5/15/1992,Back Bay Books,0242988,2
The Merchant of Venice,William Shakespeare/Robert     Smith/Jonathan    Morris,3.8,0521618754,9780521618755,eng,196,1549,36,8/1/2005,Cambridge University Press,0224136,2
Dark Water,Kōji Suzuki/Glynne Walley,3.61,1932234225,9781932234220,eng,279,2433,146,6/6/2006,Vertical,0226759,2
A Cavern of Black Ice (Sword of Shadows  #1),J.V. Jones,3.87,076534551X,9780765345516,eng,769,7919,163,3/1/2005,Tor Fantasy,0224249,2
Personal Finance For Dummies,Eric Tyson,3.77,0470038322,9780470038321,en-GB,458,114,15,10/1/2006,For Dummies,023603,2
The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,0061122416,9780061122415,eng,197,1631221,55843,5/1/1993,HarperCollins,02865,2
Criss Cross,Lynne Rae Perkins,3.34,0060092726,9780060092726,en-US,337,7752,1056,8/30/2005,Greenwillow Books,0243475,2
Shakespeare: The Biography,Peter Ackroyd,3.99,140007598X,9781400075980,eng,608,1541,131,11/14/2006,Anchor,0232483,2
For the Love of a Dog: Understanding Emotion in You and Your Best Friend,Patricia B. McConnell,4.33,0345477146,9780345477149,en-US,382,2132,132,8/29/2006,Ballantine Books,0231054,2
A Fearsome Doubt (Inspector Ian Rutledge  #6),Charles Todd,4.04,0553583174,9780553583175,eng,384,2815,258,7/29/2003,Bantam,0220238,2
A Beautiful Mind,Sylvia Nasar,4.13,0571212921,9780571212927,eng,461,115201,1008,2/4/2002,Faber  Faber,0213912,2
The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,4.23,0684842505,9780684842509,eng,800,12039,164,4/15/1998,Scribner,024662,2
Power  Sex  Suicide: Mitochondria and the Meaning of Life,Nick Lane,4.24,0199205647,9780199205646,eng,354,2221,151,12/1/2006,Oxford University Press  USA,0239001,2
The Snow Spider (Snow Spider Trilogy  #1),Jenny Nimmo,3.7,0439846757,9780439896757,en-US,146,2762,228,9/1/2006,Orchard Books (NY),0221318,2
Lectures on Don Quixote,Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam,3.87,0156495406,9780156495400,eng,240,275,14,4/18/1984,Harcourt Brace Jovanovich,023841,2
Ralph Ellison: A Biography,Arnold Rampersad,4.15,0375408274,9780375408274,eng,657,182,24,4/24/2007,Knopf Publishing Group,0215148,2
Children of the Night,Dan Simmons,3.71,0446364754,9780446364751,eng,464,5855,264,6/1/1993,Warner Books,0211290,2
The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci  #1-2),Diana Wynne Jones,4.21,006447268X,9780064472685,en-US,598,13864,391,4/10/2007,Greenwillow Books,0234284,2
Heart & Hands: A Midwife's Guide to Pregnancy & Birth,Elizabeth  Davis/Suzanne Arms,4.37,1587612216,9781587612213,eng,312,875,43,11/1/2004,Celestial Arts,0215598,2
Where I Was From,Joan Didion,3.86,0679752862,9780679752868,eng,240,2842,292,9/14/2004,Vintage,02423,2
Jimmy Stewart: A Biography,Marc Eliot,3.85,1400052211,9781400052219,eng,463,955,95,11/6/2006,Harmony,0235291,2
Elmer Gantry,Sinclair Lewis,3.99,2859405461,9782859405465,fre,352,3840,318,10/1/1998,Phébus,0211378,2
Something Blue (Darcy & Rachel  #2),Emily Giffin,3.93,0312323867,9780312323868,en-US,338,191577,6599,3/21/2006,Griffin,0242155,2
Points in Time,Paul Bowles,3.67,0061139637,9780061139635,eng,96,181,26,10/31/2006,Ecco,0212055,2
Dear John,Nicholas Sparks,4.03,0446528056,9780446528054,eng,276,502726,9645,10/30/2006,Warner Books (NY),025526,2
Lover Awakened (Black Dagger Brotherhood  #3),J.R. Ward,4.45,0451219368,9780451219367,eng,448,144906,5728,9/5/2006,Signet,0242900,2
Star Wars: Empire  Volume 1: Betrayal,Scott Allie/Ryan Benjamin/Curtis Arnold,3.82,1569719640,9781569719640,eng,96,621,32,8/5/2003,Dark Horse Books,0235456,2
The Tiny One,Eliza Minot,3.68,037570633X,9780375706332,eng,258,248,43,10/17/2000,Vintage,0240054,2
The Many Worlds of Magnus Ridolph,Jack Vance,3.9,0879975318,9780879975319,eng,174,282,16,4/1/1980,DAW Books Inc,0240914,2
Ship of Fools,Richard Paul Russo,3.74,0441008933,9780441008933,eng,370,2192,206,12/31/2001,Ace,0224827,2
Stiff Upper Lip  Jeeves (Jeeves  #13),P.G. Wodehouse,4.29,184159105X,9781841591056,eng,211,6970,310,12/17/2002,Everyman's Library,0212550,2
Silence,Shūsaku Endō/William Johnston,4.08,0800871863,9780800871864,eng,201,17485,2100,1/1/1999,Taplinger Publishing,0225200,2
The Starry Rift,James Tiptree Jr.,3.81,0312890214,9780312890216,eng,250,232,25,9/1/1994,Orb Books,0227066,2
Cast in Courtlight (Chronicles of Elantra  #2),Michelle Sagara,4.11,0373802447,9780373802449,eng,488,8990,294,7/18/2006,Luna,0230189,2
Cradle and All,James Patterson,3.86,0446609404,9780446609401,eng,384,27869,869,2/1/2001,Vision,025575,2
Den of Thieves,James B. Stewart,4.16,067179227X,9780671792275,en-US,592,9718,216,9/1/1992,Simon  Schuster,021972,2
A Little Bit Wicked (Last Man Standing  #1),Victoria Alexander,3.8,006088262X,9780060882624,eng,359,2209,88,12/26/2006,Avon,0224939,2
Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,3.8,0743406567,9780743406567,eng,288,12448,526,5/1/2002,Scribner,0224476,2
Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,0553213636,9780553213638,en-US,432,1464,21,8/1/1990,Bantam Classics,021467,2
Nighttime Is My Time,Mary Higgins Clark,3.82,074341263X,9780743412636,eng,434,11739,485,4/6/2004,Simon & Schuster Adult Publishing Group,0241492,2
The Firefly,P.T. Deutermann,3.77,0312994818,9780312994815,eng,528,317,31,11/30/2004,St. Martin's Paperbacks,0221295,2
Time and Again: Time Was / Times Change,Nora Roberts,3.77,0373484410,9780373484416,eng,505,7574,194,8/24/2001,Silhouette,0240530,2
Nor Crystal Tears (Humanx Commonwealth  #9),Alan Dean Foster,4.03,0727845640,9780727845641,eng,231,2278,29,2/1/1994,Severn House Publishers,0235134,2
Angels Don't Know Karate (The Adventures Of The Bailey School Kids  #23),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.8,0590849026,9780590849029,en-US,67,741,26,11/1/1996,Scholastic,0219432,2
I Don't Know How She Does It (Kate Reddy  #1),Allison Pearson,3.33,0099428385,9780099428381,eng,368,214,25,5/1/2003,Vintage,0239046,2
Marcovaldo,Italo Calvino/William Weaver,3.89,0156572044,9780156572040,eng,128,5813,276,11/16/1983,Mariner Books,0218929,2
Key Lime Pie Murder (Hannah Swensen  #9),Joanne Fluke,3.85,0758210183,9780758210180,eng,342,10361,531,7/31/2007,Kensington Publishing Corporation,0233436,2
Fat Pig,Neil LaBute,3.56,057121150X,9780571211500,en-US,112,2356,103,11/29/2004,Farrar  Straus and Giroux,0231294,2
Desert Heat (Joanna Brady  #1),J.A. Jance,4.0,0727861158,9780727861153,eng,256,41,11,9/1/2004,Severn House Publishers,023848,2
A Ring of Endless Light (Austin Family  #4),Madeleine L'Engle,4.15,0440910811,9780440910817,eng,332,16755,620,9/1/1995,Bantam Doubleday Dell Publishing Group,0214358,2
Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,James W. Loewen,3.96,156584100X,9781565841000,eng,384,402,55,8/4/1995,The New Press,0213508,2
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,1400052378,9781400052370,eng,287,275,15,10/1/2004,Clarkson Potter Publishers,021198,2
Around the World in Eighty Days,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,3.93,0451529774,9780451529770,eng,236,156,17,6/7/2005,Signet,0232836,2
Beowulf: A Dual-Language Edition,Unknown/Howell D. Chickering,3.44,1400096227,9781400096220,eng,464,246,32,2/14/2006,Anchor,0219180,2
The Great Ape Project: Equality Beyond Humanity,Paola Cavalieri/Peter Singer,4.05,031211818X,9780312118181,en-US,312,86,11,12/15/1994,St. Martin's Griffin,0240260,2
The Great Divorce,C.S. Lewis,4.28,0006280560,9790007672386,eng,160,87527,3867,2/1/2002,HarperCollins,0217267,2
The Complete Collected Poems,Maya Angelou,4.42,067942895X,9780679428954,eng,273,7983,245,9/13/1994,Random House,029444,2
The Three Musketeers (Great Illustrated Classics),Malvina G. Vogel/Alexandre Dumas,4.08,1577658035,9781577658030,eng,236,1379,56,12/3/2005,Baronet Books,0210562,2
Miracle and Other Christmas Stories,Connie Willis,3.9,0553580485,9780553580488,eng,336,1681,199,10/31/2000,Bantam,0224979,2
The Iliad,Homer,3.86,0471377589,9780471377580,eng,150,3834,134,10/28/1999,John Wiley & Sons,0222221,2
Maya,Jostein Gaarder/James Anderson,3.6,0753811464,9780753811467,eng,352,3704,136,5/10/2011,Phoenix,0225401,2
The Amber Spyglass (His Dark Materials  #3),Philip Pullman/Ian Beck,4.09,0375846735,9780375846731,en-US,518,562,61,9/1/2007,Alfred A. Knopf Books for Young Readers,0245480,2
Island Of Bones (Louis Kincaid  #5),P.J. Parrish,4.02,0786016051,9780786016051,eng,384,586,62,1/1/2004,Pinnacle,0227168,2
Summa Theologica  5 Vols,Thomas Aquinas,4.12,0870610635,9780870610639,eng,3020,2734,84,1/1/1981,Christian Classics,0225709,2
A Void,Georges Perec/Gilbert Adair,3.8,1567922961,9781567922967,eng,284,1736,155,11/1/2005,Verba Mundi,0228294,2
Naked Conversations: How Blogs Are Changing the Way Businesses Talk with Customers,Robert Scoble/Shel  Israel,3.72,047174719X,9780471747192,eng,251,547,32,1/1/2006,Wiley,0215021,2
A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,0060088745,9780060088743,eng,333,2330,252,6/13/2006,Harper Perennial,028862,2
Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,4.05,0375708227,9780375708220,en-US,335,1864,93,12/18/2003,Vintage,0216891,2
Seduction by Design,Erin St. Claire/Sandra Brown,3.56,0446603104,9780446603102,eng,224,2882,116,3/1/2002,Grand Central Publishing (Formerly Warner Books),0230379,2
Winter Cottage,Carol Ryrie Brink,4.15,0020419708,9780020419709,eng,178,182,37,6/1/1974,Atheneum,027938,2
The Patron Saint of Liars,Ann Patchett,3.8,1841150509,9781841150505,eng,352,25342,2493,4/1/2003,HarperCollins Publishers,0215957,2
Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,3.98,0061136956,9780061136955,eng,327,1967,66,10/31/2006,Avon,023479,2
Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,3.98,1400031362,9781400031368,eng,227,33028,1493,11/12/2002,Random House Anchor,027035,2
All Aunt Hagar's Children: Stories,Edward P. Jones,3.78,0060557567,9780060557560,en-US,399,1614,212,8/29/2006,Amistad,0211751,2
Monster,Walter Dean Myers,3.72,0064407314,9780064407311,eng,281,56171,5341,3/5/2019,Amistad,0244184,2
Baseball: a Literary Anthology,Nicholas Dawidoff/Ernest Lawrence Thayer/Jacques Barzun/Robert Frost/John Updike/Leroy Satchel Paige/Bill Veeck/Murray Kempton/Jimmy Breslin/Marianne Moore/Gay Talese/Tallulah Bankhead/Albert G. Spalding/Nelson Algren/William Carlos Williams/James Weldon Johnson/Thomas Wolfe/James Thurber/Philip Roth/Jim Bouton/Dave Frishberg/Roger Kahn/Roger Angell/Damon Runyon/George Plimpton/A. Bartlett Giamatti/Amiri Baraka/Annie Dillard/Stephen Jay Gould/Stephen King/Richard Ford/Don DeLillo/Lawrence S. Ritter/Ring Lardner/Carl Sandburg/Heywood Broun/Bernard Malamud/Red  Smith,4.24,193108209X,9781931082099,eng,733,182,14,3/4/2002,Library of America,0231253,2
Essays and Aphorisms,Arthur Schopenhauer/R.J. Hollingdale,4.17,0140442278,9780140442274,eng,240,6222,169,8/26/1976,Penguin Classics,0219510,2
Because Of Winn Dixie,Kate DiCamillo,4.04,0439250722,9780439250726,eng,182,235,36,3/1/2000,Candlewick Press,0224296,2
The Sunset Limited,Cormac McCarthy,3.96,0307278360,9780307278364,eng,160,6494,562,10/24/2006,Vintage,0212496,2
Jenny and the Jaws of Life: Short Stories,Jincy Willett/David Sedaris,3.74,0312306180,9780312306182,en-US,272,1307,178,9/14/2002,St. Martin's Griffin,0210174,2
Iberia,James A. Michener/Robert Vavra,3.71,0449207331,9780449207338,eng,960,2153,152,10/12/1984,Fawcett Crest Books,0212664,2
Dirty Snow,Georges Simenon/Marc Romano/William T. Vollmann,3.93,1590170431,9781590170434,eng,244,1780,220,8/31/2003,NYRB Classics,0244153,2
Empire of the Senseless,Kathy Acker,3.49,0802131794,9780802131799,eng,240,1487,78,1/13/1994,Grove Press,0216148,2
Dragon (Dirk Pitt  #10),Clive Cussler,3.92,1416537805,9781416537809,en-US,602,11450,230,10/31/2006,Pocket Books,0241694,2
The Cat's Fancy,Julie Kenner,3.57,0505523973,9780505523976,eng,391,244,27,8/1/2000,Love Spell,0223238,2
Trunk Music (Harry Bosch  #5; Harry Bosch Universe  #6),Michael Connelly/Dick Hill,4.18,1423323386,9781423323389,eng,13,126,26,11/28/2006,Brilliance Audio,0221534,2
Gargantua and Pantagruel,François Rabelais/M.A. Screech,3.71,0140445501,9780140445503,eng,1041,12005,297,10/26/2006,Penguin Classics,0218266,2
At Risk (Winston Garano  #1),Patricia Cornwell,3.41,0399153624,9780399153624,eng,212,422,47,5/23/2006,G. P. Putnam's Sons,026527,2
American Caesar: Douglas MacArthur 1880-1964,William Manchester,4.15,0316544981,9780316544986,eng,811,10014,232,9/30/1978,Little  Brown & Company (Boston/Toronto),0220949,2
Monsieur Ibrahim et les fleurs du Coran,Éric-Emmanuel Schmitt,3.82,2226126260,9782226126269,fre,85,975,62,6/13/2001,Albin Michel,024314,2
Fables  Vol. 6: Homelands,Bill Willingham/David Hahn/Mark Buckingham/Lan Medina/Steve Leialoha,4.28,1401205003,9781401205003,eng,190,21472,637,1/27/2006,Vertigo,0221328,2
Short Stories,Anton Chekhov/Ralph E. Matlaw,4.35,0393090027,9780393090024,eng,384,2633,105,4/17/1979,W. W. Norton & Company,0223790,2
Memoria de mis putas tristes,Gabriel García Márquez,3.6,1400095808,9781400095803,spa,112,5856,377,10/19/2004,Vintage Espanol,02766,2
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,0452007178,9780452007178,eng,624,6086,79,11/1/1984,Plume,021560,2
Beauty is the Beast  Vol. 4,Tomo Matsumoto/Tomo Kimura,3.79,1421503549,9781421503547,eng,208,335,11,8/1/2006,VIZ Media LLC,0214115,2
The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,0195114159,9780195114157,eng,512,3664,58,3/6/1997,Oxford University Press  USA,022834,2
The Red Tent,Anita Diamant,4.17,0312427298,9780312427290,en-US,321,5390,614,8/21/2007,Picador,0241329,2
Tsunamis and Other Natural Disasters (Magic Tree House Research Guide  #15),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.03,0375832211,9780375832215,en-GB,128,466,15,2/27/2007,Random House Books for Young Readers,0226588,2
The Diary of Virginia Woolf  Volume Two: 1920-1924,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.37,0156260379,9780156260374,eng,384,383,11,9/17/1980,Mariner Books,0214947,2
Hunger,Knut Hamsun/George Egerton,4.05,0486431681,9780486431680,eng,134,28153,1372,11/17/2003,Dover Publications,0232585,2
Betsy-Tacy (Betsy-Tacy  #1),Maud Hart Lovelace/Lois Lenski,4.07,0064400964,9780064400961,en-US,144,20976,935,8/14/2007,HarperCollins,027909,2
She Came to Stay,Simone de Beauvoir,3.91,0006540805,9780006540809,en-GB,416,2040,88,10/9/1995,Flamingo,0221121,2
Moonraker (James Bond  #3),Ian Fleming,3.74,0142002062,9780142002063,eng,247,15204,780,12/31/2002,Penguin Books,023750,2
Li Po and Tu Fu: Poems,Li Bai/Du Fu/Arthur Cooper/Shui Chien-Tung,4.14,0140442723,9780140442724,eng,256,389,28,4/26/1973,Penguin Classics,025989,2
Julius  the Baby of the World,Kevin Henkes,4.28,0688143881,9780688143886,eng,32,6697,348,9/21/1995,Greenwillow Books,0220694,2
Life Expectancy,Dean Koontz,4.01,0553588249,9780553588248,eng,476,26983,1568,10/25/2005,Bantam Books,0216435,2
Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,4.48,0812694554,9780812694550,eng,243,11422,78,9/10/2004,Open Court,0231819,2
Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,4.18,0060826584,9780060826581,eng,512,5247,491,4/25/2006,Harper,029755,2
The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery,3.95,0373246471,9780373246472,eng,256,506,22,10/25/2004,Silhouette Special Edition,0222227,2
Sense and Sensibility,Jane Austen,4.07,1593081251,9781593081256,eng,325,1278,153,7/25/2004,Barnes & Noble,0241885,2
You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar,3.71,0316735167,9780316735162,eng,224,17875,204,10/6/2004,Little  Brown Young Readers,0222193,2
The Collected Poetry  1968-1998,Nikki Giovanni/Virginia C. Fowler,4.42,0060724293,9780060724290,eng,512,1249,52,1/23/2007,William Morrow,0239102,2
The Book of Questions,Pablo Neruda/William O'Daly,4.04,1556591608,9781556591600,eng,96,2180,224,4/1/2001,Copper Canyon Press,0223183,2
The Once and Future King (The Once and Future King  #1-4),T.H. White,4.07,0441627404,9780441627400,eng,639,85082,2921,6/15/1987,Ace,0243545,2
The Book of Merlyn: The Unpublished Conclusion to The Once & Future King,T.H. White,3.96,0292707185,9780292707184,eng,137,109,22,9/1/1977,University of Texas Press (Austin/London),0238198,2
Tabby in the Tub (Animal Ark  #29),Ben M. Baglio/Linda Chapman/Jenny Gregory,3.96,0439343909,9780439343909,eng,139,768,33,8/1/2003,Scholastic Paperbacks,0219043,2
Marie Antoinette: The Journey,Antonia Fraser,3.93,0307277747,9780307277749,eng,512,27291,809,9/12/2006,Anchor Books,0217157,2
The Fountainhead,Ayn Rand,3.87,0452286751,9780452286757,en-US,752,1886,229,4/26/2005,Dutton,02664,2
Up in a Heaval (Xanth #26),Piers Anthony,3.83,0812574990,9780812574999,eng,342,2364,25,10/19/2003,Tor Fantasy,0215428,2
Foreign Correspondence: A Pen Pal's Journey from Down Under to All Over,Geraldine Brooks,3.85,0385483732,9780385483735,eng,240,1428,204,1/19/1999,Anchor Books,0213530,2
The Farthest Shore (Earthsea Cycle  #3),Ursula K. Le Guin,4.12,141650964X,9781416509646,eng,259,79809,1224,11/1/2004,Gallery Books,0213667,2
White Fang,Kathleen Olmstead/Jack London/Dan Andreasen/Arthur Pober,4.24,1402725000,9781402725005,en-US,160,713,31,3/28/2006,Sterling,0243039,2
Love Poems,Nikki Giovanni,4.26,0688149898,9780688149895,eng,96,1743,134,2/14/1997,William Morrow,0239105,2
The Girl Who Loved Tom Gordon,Stephen King,3.59,0671042858,9780671042851,eng,264,1997,184,2/1/2000,Pocket Books,0211604,2
The Physics of Star Trek,Lawrence M. Krauss/Stephen Hawking,3.83,0060977108,9780060977108,eng,188,4774,178,8/16/1996,ReganBooks,022104,2
The Killer Angels (The Civil War Trilogy  #2),Michael Shaara,4.32,1841580821,9781841580821,eng,395,318,45,4/1/2001,Birlinn Ltd,0244471,2
A Christmas Memory,Truman Capote,4.24,0375837892,9780375837890,eng,48,9982,849,10/10/2006,Knopf Books for Young Readers,029919,2
The Bonesetter's Daughter,Amy Tan,3.99,0345457374,9780345457370,eng,387,108440,2689,2/4/2003,Ballantine Books,0212555,2
The Best of Wodehouse: An Anthology,P.G. Wodehouse/John Mortimer,4.41,0307266613,9780307266613,eng,840,413,46,6/19/2007,Everyman's Library,0218062,2
Lady of Quality,Georgette Heyer,3.88,0099474468,9780099474463,eng,267,5927,458,6/2/2005,Arrow,0232103,2
How to Read Literature Like a Professor,Thomas C. Foster,3.65,006000942X,9780060009427,eng,314,16550,1826,11/14/2014,Harper Perennial,0239933,2
Make Four Million Dollars by Next Thursday!,Stephen Manes/George Ulrich,3.68,0440413702,9780440413707,eng,87,79,12,7/8/1996,Yearling Books,0241649,2
Maggie: A Girl of the Streets and Other Tales of New York,Stephen Crane/Larzer Ziff/Theo Davis,3.66,0140437975,9780140437973,eng,272,2476,32,3/29/2001,Penguin Classics,0240209,2
Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,074343059X,9780743430593,eng,334,1556,158,5/6/2003,Pocket Books,02935,2
To Green Angel Tower (Memory  Sorrow  and Thorn  #3),Tad Williams,4.18,0756402980,9780756402983,eng,1083,29350,320,5/3/2005,DAW,0228691,2
Much Ado about Nothing,William Shakespeare/F.H. Mares,4.07,0521532507,9780521532501,eng,188,73,12,4/21/2003,Cambridge University Press,0212965,2
McSweeney's #14,Dave Eggers,3.73,1932416129,9781932416121,eng,306,334,21,9/27/2004,McSweeney's,0243423,2
Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,0465081436,9780465081431,eng,256,1546,122,11/13/2003,Basic Books,023041,2
Una breve historia de casi todo,Bill Bryson/José Manuel Álvarez,4.21,8478713808,9788478713806,spa,567,713,68,4/30/2006,Rba Libros,0242895,2
With Friends Like These...,Alan Dean Foster,3.94,0345323904,9780345323903,eng,236,2277,28,11/12/1977,Del Rey,0235128,2
Wigfield: The Can-Do Town That Just May Not,Amy Sedaris/Stephen Colbert/Paul Dinello,3.58,1565117727,9781565117723,eng,5,81,19,5/19/2004,Highbridge Audio,0210172,2
Kitty Takes a Holiday (Kitty Norville  #3),Carrie Vaughn,3.91,0446618748,9780446618748,eng,303,16168,505,4/1/2007,Grand Central Publishing,0214463,2
The Complete Stories of Truman Capote,Truman Capote/Reynolds Price,4.2,140009691X,9781400096916,eng,320,3993,217,9/13/2005,Vintage,022281,2
The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,Sophocles/George      Young,3.97,048645049X,9780486450490,eng,176,182,14,6/23/2006,Dover Publications,0241675,2
Jade Star (Star  #4),Catherine Coulter,3.83,0451206126,9780451206121,en-US,400,896,19,6/1/2002,Signet,0230162,2
Imajica: The Reconciliation,Clive Barker,4.42,0061094153,9780061094156,eng,544,2583,30,5/10/1995,HarperTorch,0232637,2
Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,4.0,0684844257,9780684844251,eng,272,1121,76,5/22/1998,Simon  Schuster,0216886,2
Firefly Summer,Maeve Binchy,3.91,0099498669,9780099498667,eng,928,10463,290,8/3/2006,Arrow,0234303,2
Aesop's Fables,Aesop/Laura Harris/Laura Gibbs,4.05,0192840509,9780192840509,eng,306,97136,947,4/10/2003,Oxford University Press,0221348,2
The Complete Plays,Anton Chekhov/Laurence Senelick,4.47,0393048853,9780393048858,eng,1060,222,12,1/3/2006,W. W. Norton & Company,0223785,2
The Dogfather (A Dog Lover's Mystery  #15),Susan Conant,3.83,0425194590,9780425194591,eng,272,320,20,2/3/2004,Berkley,0239359,2
Agapē Agape,William Gaddis/Sven Birkerts/Joseph Tabbi,3.81,0142437638,9780142437636,en-US,144,914,92,9/30/2003,Penguin Classics,0228441,2
The King of Torts,John Grisham,3.68,0385339658,9780385339650,eng,276,68098,1705,12/27/2005,Delta,025356,2
The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,4.42,0374517193,9780374517199,eng,416,562,37,6/1/1982,Farrar  Straus and Giroux,0274,2
Shadows At Sunset,Anne Stuart,3.63,1551665719,9781551665719,eng,384,762,38,8/25/2000,MIRA,0236571,2
A Severed Head,Iris Murdoch,3.73,0140020039,9780140020038,eng,204,3682,319,11/18/1976,Penguin Books,0211253,2
Usher's Passing,Robert R. McCammon,3.92,0671769928,9780671769925,eng,416,3226,143,10/1/1992,Pocket Books,0211550,2
Rincewind the Wizzard,Terry Pratchett,4.21,0739403451,9780739403457,en-US,649,1585,24,1/1/1999,Science Fiction Book Club,0234535,2
The Hello  Goodbye Window,Norton Juster/Chris Raschka,3.87,0786809140,9780786809141,en-US,32,8898,1311,4/26/2005,Little  Brown Books for Young Readers,0216963,2
The Burgess Bird Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.31,0486428400,9780486428406,eng,260,1253,54,4/23/2003,Dover Publications,028801,2
Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Helen Fisher,3.94,0449908976,9780449908976,en-US,432,501,36,1/3/1994,Ballantine Books,0210165,2
Tales of Ordinary Madness,Charles Bukowski,3.92,0872861554,9780872861558,eng,238,16544,431,1/1/2001,City Lights Publishers,0238503,2
Christmas in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.2,0064434877,9780064434874,eng,32,2142,72,9/20/1997,HarperCollins,028256,2
Fighting Ruben Wolfe (Wolfe Brothers  #2),Markus Zusak/Stig Wemyss,3.84,0439241871,9780439241878,eng,224,3105,223,6/1/2002,Push,0219065,2
